Comment: ACERO: frecuencia: 34.450000E0
 Hz
Time (s),Voltage (V)
1.325599999999999890e+00,1.012963646932013129e+00
1.325639999999999930e+00,1.013292609511236675e+00
1.325679999999999970e+00,1.015266384989629955e+00
1.325720000000000010e+00,1.015266384989629955e+00
1.325760000000000050e+00,1.019871861126291357e+00
1.325800000000000090e+00,1.020529786291010543e+00
1.325839999999999907e+00,1.021352192747734255e+00
1.325879999999999947e+00,1.022010117913773275e+00
1.325919999999999987e+00,1.022339080497012942e+00
1.325960000000000027e+00,1.024148374707457565e+00
1.326000000000000068e+00,1.024148374707457565e+00
1.326040000000000108e+00,1.025628706337496032e+00
1.326079999999999925e+00,1.026122150214838546e+00
1.326119999999999965e+00,1.026944556677814147e+00
1.326160000000000005e+00,1.027273519263262491e+00
1.326200000000000045e+00,1.028424888313495877e+00
1.326240000000000085e+00,1.029082813485871162e+00
1.326279999999999903e+00,1.030563145125880764e+00
1.326319999999999943e+00,1.031056589006551061e+00
1.326359999999999983e+00,1.032043476768893298e+00
1.326400000000000023e+00,1.033030364532572465e+00
1.326440000000000063e+00,1.033688289709101760e+00
1.326480000000000103e+00,1.034839658769460824e+00
1.326519999999999921e+00,1.035168621358470098e+00
1.326559999999999961e+00,1.036977915600687083e+00
1.326600000000000001e+00,1.037306878190666470e+00
1.326640000000000041e+00,1.038787209847423343e+00
1.326680000000000081e+00,1.039116172438225183e+00
1.326719999999999899e+00,1.040596504098687758e+00
1.326759999999999939e+00,1.038622728552078378e+00
1.326799999999999979e+00,1.039938578915885259e+00
1.326840000000000019e+00,1.040760985394482141e+00
1.326880000000000059e+00,1.042076835762188125e+00
1.326920000000000099e+00,1.043557167428731391e+00
1.326959999999999917e+00,1.043886130021710379e+00
1.326999999999999957e+00,1.045366461691979776e+00
1.327039999999999997e+00,1.045695424285787656e+00
1.327080000000000037e+00,1.047340237257091689e+00
1.327120000000000077e+00,1.047340237257091689e+00
1.327159999999999895e+00,1.049478494125438033e+00
1.327199999999999935e+00,1.049971938019041984e+00
1.327239999999999975e+00,1.050958825807273733e+00
1.327280000000000015e+00,1.052110194895271356e+00
1.327320000000000055e+00,1.052439157492183863e+00
1.327360000000000095e+00,1.053919489180172864e+00
1.327399999999999913e+00,1.055070858272963319e+00
1.327439999999999953e+00,1.055893264768957396e+00
1.327479999999999993e+00,1.057702559063503855e+00
1.327520000000000033e+00,1.058196002962819460e+00
1.327560000000000073e+00,1.059018409462443744e+00
1.327599999999999891e+00,1.060498741164181080e+00
1.327639999999999931e+00,1.060827703764989138e+00
1.327679999999999971e+00,1.062801479373062241e+00
1.327720000000000011e+00,1.066584549304027796e+00
1.327760000000000051e+00,1.066091105398831784e+00
1.327800000000000091e+00,1.067571437115462762e+00
1.327839999999999909e+00,1.068229362323859233e+00
1.327879999999999949e+00,1.069216250137615232e+00
1.327919999999999989e+00,1.070038656650143860e+00
1.327960000000000029e+00,1.070203137952765893e+00
1.328000000000000069e+00,1.071354507072206586e+00
1.328040000000000109e+00,1.072176913587257197e+00
1.328079999999999927e+00,1.072341394890384159e+00
1.328119999999999967e+00,1.073657245316798292e+00
1.328160000000000007e+00,1.073657245316798292e+00
1.328200000000000047e+00,1.074644133138243918e+00
1.328240000000000087e+00,1.075959983569020784e+00
1.328279999999999905e+00,1.075959983569020784e+00
1.328319999999999945e+00,1.077440315306631202e+00
1.328359999999999985e+00,1.077604796611005389e+00
1.328400000000000025e+00,1.078920647047407977e+00
1.328440000000000065e+00,1.080400978791357103e+00
1.328480000000000105e+00,1.079907534876354713e+00
1.328519999999999923e+00,1.081223385317145791e+00
1.328559999999999963e+00,1.082210273149387669e+00
1.328600000000000003e+00,1.083197160983044638e+00
1.328640000000000043e+00,1.083361642288791726e+00
1.328680000000000083e+00,1.084184048818117807e+00
1.328719999999999901e+00,1.082374754454898946e+00
1.328759999999999941e+00,1.083855086206269247e+00
1.328799999999999981e+00,1.083855086206269247e+00
1.328840000000000021e+00,1.085170936654608953e+00
1.328880000000000061e+00,1.086322305798976373e+00
1.328920000000000101e+00,1.087638156252050514e+00
1.328959999999999919e+00,1.088131600172605573e+00
1.328999999999999959e+00,1.088296081479536381e+00
1.329039999999999999e+00,1.089611931936407707e+00
1.329080000000000039e+00,1.090927782395814560e+00
1.329120000000000079e+00,1.092079151549878890e+00
1.329159999999999897e+00,1.091750188934233368e+00
1.329199999999999937e+00,1.093395002014050377e+00
1.329239999999999977e+00,1.093723964630490819e+00
1.329280000000000017e+00,1.094381889863849766e+00
1.329320000000000057e+00,1.095368777715083120e+00
1.329360000000000097e+00,1.095697740332479686e+00
1.329399999999999915e+00,1.098000478658726298e+00
1.329439999999999955e+00,1.098658403896235480e+00
1.329479999999999995e+00,1.098658403896235480e+00
1.329520000000000035e+00,1.099316329134384818e+00
1.329560000000000075e+00,1.100303216992810196e+00
1.329599999999999893e+00,1.100632179612605954e+00
1.329639999999999933e+00,1.101454586162797122e+00
1.329679999999999973e+00,1.104908693684566456e+00
1.329720000000000013e+00,1.105895581551189277e+00
1.329760000000000053e+00,1.106553506796410957e+00
1.329800000000000093e+00,1.106060062862434190e+00
1.329839999999999911e+00,1.106389025485045030e+00
1.329879999999999951e+00,1.106717988107817296e+00
1.329919999999999991e+00,1.108033838600521070e+00
1.329960000000000031e+00,1.108691763847842626e+00
1.330000000000000071e+00,1.108856245159774323e+00
1.330039999999999889e+00,1.109349689095811664e+00
1.330079999999999929e+00,1.110172095656683400e+00
1.330119999999999969e+00,1.110501058281315734e+00
1.330160000000000009e+00,1.110994502218568103e+00
1.330200000000000049e+00,1.111323464843605668e+00
1.330240000000000089e+00,1.111323464843605668e+00
1.330279999999999907e+00,1.112803796658283551e+00
1.330319999999999947e+00,1.113461721910307345e+00
1.330359999999999987e+00,1.113790684536563047e+00
1.330400000000000027e+00,1.114119647162981508e+00
1.330440000000000067e+00,1.114284128476251912e+00
1.330480000000000107e+00,1.115435497670283160e+00
1.330519999999999925e+00,1.115599978983879303e+00
1.330559999999999965e+00,1.116422385552470420e+00
1.330600000000000005e+00,1.117080310808077348e+00
1.330640000000000045e+00,1.114448609789562727e+00
1.330680000000000085e+00,1.114119647162981508e+00
1.330719999999999903e+00,1.115271016356728095e+00
1.330759999999999943e+00,1.115435497670283160e+00
1.330799999999999983e+00,1.117080310808077348e+00
1.330840000000000023e+00,1.116915829494114387e+00
1.330880000000000063e+00,1.117080310808077348e+00
1.330920000000000103e+00,1.118231680006960937e+00
1.330959999999999921e+00,1.118231680006960937e+00
1.330999999999999961e+00,1.119054086578817664e+00
1.331040000000000001e+00,1.119054086578817664e+00
1.331080000000000041e+00,1.119876493151696684e+00
1.331120000000000081e+00,1.120698899725598885e+00
1.331159999999999899e+00,1.121850268930782990e+00
1.331199999999999939e+00,1.122179231561204693e+00
1.331239999999999979e+00,1.122179231561204693e+00
1.331280000000000019e+00,1.121850268930782990e+00
1.331320000000000059e+00,1.123659563400133843e+00
1.331360000000000099e+00,1.123495082084533081e+00
1.331399999999999917e+00,1.124317488662948117e+00
1.331439999999999957e+00,1.124810932610490699e+00
1.331479999999999997e+00,1.125139895242391441e+00
1.331520000000000037e+00,1.125139895242391441e+00
1.331560000000000077e+00,1.126126783139081766e+00
1.331599999999999895e+00,1.126455745771641315e+00
1.331639999999999935e+00,1.129251928155059703e+00
1.331679999999999975e+00,1.129087446838057618e+00
1.331720000000000015e+00,1.129745372106313761e+00
1.331760000000000055e+00,1.129745372106313761e+00
1.331800000000000095e+00,1.129909853423481270e+00
1.331839999999999913e+00,1.130074334740690079e+00
1.331879999999999953e+00,1.130238816057939966e+00
1.331919999999999993e+00,1.130238816057939966e+00
1.331960000000000033e+00,1.130567778692564529e+00
1.332000000000000073e+00,1.130238816057939966e+00
1.332039999999999891e+00,1.130403297375231597e+00
1.332079999999999931e+00,1.131225703962310147e+00
1.332119999999999971e+00,1.131390185279850025e+00
1.332160000000000011e+00,1.131061222644811570e+00
1.332200000000000051e+00,1.132212591868171137e+00
1.332240000000000091e+00,1.132706035821661406e+00
1.332279999999999909e+00,1.132212591868171137e+00
1.332319999999999949e+00,1.132541554503790016e+00
1.332359999999999989e+00,1.133034998457528975e+00
1.332400000000000029e+00,1.132541554503790016e+00
1.332440000000000069e+00,1.133199479775525154e+00
1.332480000000000109e+00,1.133528442411641635e+00
1.332519999999999927e+00,1.134021886366127996e+00
1.332559999999999967e+00,1.134021886366127996e+00
1.332600000000000007e+00,1.131061222644811570e+00
1.332640000000000047e+00,1.131390185279850025e+00
1.332680000000000087e+00,1.132212591868171137e+00
1.332719999999999905e+00,1.132212591868171137e+00
1.332759999999999945e+00,1.132212591868171137e+00
1.332799999999999985e+00,1.132706035821661406e+00
1.332840000000000025e+00,1.133528442411641635e+00
1.332880000000000065e+00,1.133034998457528975e+00
1.332920000000000105e+00,1.133363961093562411e+00
1.332959999999999923e+00,1.133034998457528975e+00
1.332999999999999963e+00,1.133857405047924427e+00
1.333040000000000003e+00,1.134021886366127996e+00
1.333080000000000043e+00,1.133692923729762159e+00
1.333120000000000083e+00,1.134515330320988058e+00
1.333159999999999901e+00,1.134515330320988058e+00
1.333199999999999941e+00,1.134844292957769341e+00
1.333239999999999981e+00,1.134350849002659922e+00
1.333280000000000021e+00,1.135173255594716935e+00
1.333320000000000061e+00,1.134679811639357938e+00
1.333360000000000101e+00,1.135008774276222265e+00
1.333399999999999919e+00,1.135008774276222265e+00
1.333439999999999959e+00,1.135337736913253126e+00
1.333479999999999999e+00,1.135666699550450076e+00
1.333520000000000039e+00,1.135831180869111057e+00
1.333560000000000079e+00,1.135173255594716935e+00
1.333599999999999897e+00,1.138462881973351770e+00
1.333639999999999937e+00,1.137804956696291114e+00
1.333679999999999977e+00,1.136653587463040349e+00
1.333720000000000017e+00,1.137147031419897925e+00
1.333760000000000057e+00,1.136653587463040349e+00
1.333800000000000097e+00,1.136324624825343799e+00
1.333839999999999915e+00,1.135995662187813782e+00
1.333879999999999955e+00,1.135995662187813782e+00
1.333919999999999995e+00,1.136160143506558029e+00
1.333960000000000035e+00,1.135666699550450076e+00
1.334000000000000075e+00,1.135995662187813782e+00
1.334039999999999893e+00,1.135666699550450076e+00
1.334079999999999933e+00,1.135008774276222265e+00
1.334119999999999973e+00,1.135008774276222265e+00
1.334160000000000013e+00,1.134844292957769341e+00
1.334200000000000053e+00,1.134844292957769341e+00
1.334240000000000093e+00,1.135337736913253126e+00
1.334279999999999911e+00,1.134679811639357938e+00
1.334319999999999951e+00,1.134515330320988058e+00
1.334359999999999991e+00,1.134186367684373087e+00
1.334400000000000031e+00,1.134021886366127996e+00
1.334440000000000071e+00,1.133692923729762159e+00
1.334480000000000111e+00,1.134021886366127996e+00
1.334519999999999929e+00,1.133528442411641635e+00
1.334559999999999969e+00,1.130074334740690079e+00
1.334600000000000009e+00,1.130896741327354516e+00
1.334640000000000049e+00,1.130403297375231597e+00
1.334680000000000089e+00,1.131061222644811570e+00
1.334719999999999906e+00,1.130238816057939966e+00
1.334759999999999946e+00,1.129745372106313761e+00
1.334799999999999986e+00,1.129580890789187775e+00
1.334840000000000027e+00,1.128758484204177570e+00
1.334880000000000067e+00,1.128594002887299608e+00
1.334920000000000107e+00,1.128758484204177570e+00
1.334959999999999924e+00,1.128265040253667362e+00
1.334999999999999964e+00,1.128265040253667362e+00
1.335040000000000004e+00,1.128758484204177570e+00
1.335080000000000044e+00,1.127936077620200539e+00
1.335120000000000084e+00,1.127771596303528856e+00
1.335159999999999902e+00,1.127771596303528856e+00
1.335199999999999942e+00,1.128100558936913078e+00
1.335239999999999982e+00,1.127113671037255127e+00
1.335280000000000022e+00,1.126949189720789724e+00
1.335320000000000062e+00,1.127442633670309391e+00
1.335360000000000102e+00,1.126620227087982817e+00
1.335399999999999920e+00,1.126620227087982817e+00
1.335439999999999960e+00,1.125797820506686753e+00
1.335480000000000000e+00,1.125304376558403652e+00
1.335520000000000040e+00,1.124975413926420531e+00
1.335560000000000080e+00,1.127936077620200539e+00
1.335599999999999898e+00,1.126126783139081766e+00
1.335639999999999938e+00,1.127278152353761609e+00
1.335679999999999978e+00,1.125139895242391441e+00
1.335720000000000018e+00,1.124481969978754714e+00
1.335760000000000058e+00,1.124975413926420531e+00
1.335800000000000098e+00,1.123495082084533081e+00
1.335839999999999916e+00,1.122343712876477051e+00
1.335879999999999956e+00,1.121521306300525378e+00
