Distance_(mm),Gray_Value
5.1157,38.183
5.1332,37.204
5.1508,36.672
5.1683,36.208
5.1858,35.841
5.2033,35.488
5.2208,34.865
5.2384,34.449
5.2559,34.144
5.2734,34.085
5.2909,34.142
5.3084,34.068
5.3260,32.505
5.3435,31.863
5.3610,31.068
5.3785,30.084
5.3960,29.123
5.4136,28.596
5.4311,28.365
5.4486,28.189
5.4661,26.753
5.4836,26.593
5.5012,26.094
5.5187,25.531
5.5362,24.690
5.5537,23.836
5.5712,23.276
5.5888,22.976
5.6063,22.118
5.6238,21.774
5.6413,21.249
5.6588,20.723
5.6764,20.304
5.6939,19.959
5.7114,19.476
5.7289,19.102
5.7464,18.939
5.7640,18.779
5.7815,18.776
5.7990,18.826
5.8165,18.716
5.8340,18.720
5.8516,18.764
5.8691,19.021
5.8866,19.651
5.9041,19.928
5.9216,20.529
5.9391,21.215
5.9567,22.014
5.9742,22.829
5.9917,23.542
6.0092,24.250
6.0267,26.527
6.0443,27.519
6.0618,29.009
6.0793,30.583
6.0968,32.139
6.1143,33.205
6.1319,34.021
6.1494,34.541
6.1669,35.853
6.1844,36.272
6.2019,37.661
6.2195,39.216
6.2370,41.280
6.2545,42.964
6.2720,43.941
6.2895,44.808
6.3071,46.573
6.3246,46.891
6.3421,48.711
6.3596,50.041
6.3771,52.390
6.3947,52.503
6.4122,53.853
6.4297,54.264
6.4472,54.351
6.4647,53.848
6.4823,54.410
6.4998,53.992
6.5173,55.274
6.5348,55.313
6.5523,56.450
6.5699,56.668
6.5874,57.927
6.6049,58.582
6.6224,58.993
6.6399,59.718
6.6575,60.485
6.6750,60.836
6.6925,61.119
6.7100,60.849
6.7275,61.633
6.7451,61.655
6.7626,61.383
6.7801,61.450
6.7976,62.738
6.8151,64.252
6.8326,64.899
6.8502,64.722
6.8677,65.774
6.8852,65.822
6.9027,65.607
6.9202,65.536
6.9378,65.122
6.9553,65.132
6.9728,65.277
6.9903,65.366
7.0078,65.516
7.0254,65.500
7.0429,65.761
7.0604,65.717
7.0779,64.826
7.0954,63.970
7.1130,63.024
7.1305,62.139
7.1480,61.372
7.1655,60.941
7.1830,60.007
7.2006,59.224
7.2181,59.048
7.2356,58.948
7.2531,58.132
7.2706,57.016
7.2882,56.336
7.3057,54.799
7.3232,52.929
7.3407,51.616
7.3582,50.748
7.3758,49.457
7.3933,47.968
7.4108,46.464
7.4283,44.030
7.4458,43.341
7.4634,42.622
7.4809,41.560
7.4984,40.116
7.5159,38.674
7.5334,37.222
7.5510,36.396
7.5685,35.370
7.5860,34.033
7.6035,32.691
7.6210,31.828
7.6386,31.043
7.6561,29.999
7.6736,29.212
7.6911,29.060
7.7086,29.373
7.7261,28.463
7.7437,27.883
7.7612,28.009
7.7787,27.217
7.7962,26.259
7.8137,25.711
7.8313,25.517
7.8488,24.392
7.8663,23.727
7.8838,23.438
7.9013,23.457
7.9189,22.859
7.9364,21.697
7.9539,21.007
7.9714,21.047
7.9889,21.380
8.0065,21.554
8.0240,21.614
8.0415,22.049
8.0590,22.462
8.0765,22.959
8.0941,23.437
8.1116,23.900
8.1291,24.606
8.1466,24.905
8.1641,25.593
8.1817,26.608
8.1992,28.243
8.2167,30.269
8.2342,32.225
8.2517,33.719
8.2693,35.653
8.2868,36.877
8.3043,38.243
8.3218,39.316
8.3393,40.612
8.3569,42.238
8.3744,43.954
8.3919,45.645
8.4094,46.536
8.4269,47.547
8.4445,49.625
8.4620,51.484
8.4795,53.978
8.4970,55.237
8.5145,56.827
8.5321,57.333
8.5496,59.117
8.5671,59.827
8.5846,61.736
8.6021,63.023
8.6196,64.752
8.6372,65.125
8.6547,66.561
8.6722,67.496
8.6897,68.582
8.7072,69.230
8.7248,70.266
8.7423,71.634
8.7598,72.797
8.7773,73.166
8.7948,73.755
8.8124,74.080
8.8299,73.291
8.8474,73.008
8.8649,73.709
8.8824,74.494
8.9000,74.961
8.9175,76.048
8.9350,77.208
8.9525,77.442
8.9700,77.419
8.9876,77.312
9.0051,78.152
9.0226,79.129
9.0401,80.135
9.0576,83.717
9.0752,88.516
9.0927,89.600
9.1102,86.340
9.1277,81.051
9.1452,77.905
9.1628,76.799
9.1803,77.289
9.1978,77.276
9.2153,77.330
9.2328,77.897
9.2504,77.019
9.2679,75.140
9.2854,73.164
9.3029,72.551
9.3204,72.525
9.3380,73.257
9.3555,74.540
9.3730,74.149
9.3905,70.337
9.4080,67.490
9.4256,65.605
9.4431,64.993
9.4606,64.581
9.4781,63.620
9.4956,62.456
9.5131,61.090
9.5307,60.569
9.5482,59.407
9.5657,58.083
9.5832,57.398
9.6007,56.962
9.6183,55.957
9.6358,54.149
9.6533,52.162
9.6708,48.524
9.6883,46.593
9.7059,44.895
9.7234,43.810
9.7409,43.389
9.7584,43.011
9.7759,42.597
9.7935,41.965
9.8110,40.693
9.8285,40.194
9.8460,39.593
9.8635,38.491
9.8811,36.992
9.8986,35.215
9.9161,33.511
9.9336,32.507
9.9511,32.288
9.9687,31.696
9.9862,31.005
10.0037,30.523
10.0212,30.069
10.0387,29.336
10.0563,28.472
10.0738,27.949
10.0913,27.500
10.1088,27.613
10.1263,27.735
10.1439,28.041
10.1614,28.932
10.1789,30.463
10.1964,32.145
10.2139,33.474
10.2315,34.877
10.2490,35.540
10.2665,36.463
10.2840,37.133
10.3015,37.953
10.3191,38.927
10.3366,40.155
10.3541,41.309
10.3716,43.858
10.3891,46.066
10.4066,47.927
10.4242,49.829
10.4417,52.222
10.4592,53.744
10.4767,55.012
10.4942,56.825
10.5118,59.463
10.5293,61.232
10.5468,62.591
10.5643,64.180
10.5818,66.371
10.5994,68.043
10.6169,69.690
10.6344,71.392
10.6519,74.117
10.6694,75.296
10.6870,76.698
10.7045,77.312
10.7220,78.567
10.7395,80.351
10.7570,81.906
10.7746,82.563
10.7921,83.395
10.8096,84.133
10.8271,84.873
10.8446,86.576
10.8622,88.478
10.8797,89.911
10.8972,91.114
10.9147,92.311
10.9322,93.942
10.9498,94.473
10.9673,93.869
10.9848,94.246
11.0023,94.349
11.0198,94.714
11.0374,96.119
11.0549,96.888
11.0724,97.800
11.0899,99.612
11.1074,99.859
11.1250,98.826
11.1425,96.467
11.1600,93.649
11.1775,91.926
11.1950,92.314
11.2126,93.172
11.2301,95.777
11.2476,98.691
11.2651,100.214
11.2826,99.200
11.3001,97.357
11.3177,96.410
11.3352,96.682
11.3527,97.080
11.3702,98.386
11.3877,100.698
11.4053,101.314
11.4228,100.624
11.4403,99.418
11.4578,97.835
11.4753,97.310
11.4929,96.343
11.5104,95.402
11.5279,94.018
11.5454,92.598
11.5629,91.388
11.5805,90.651
11.5980,90.743
11.6155,90.775
11.6330,89.919
11.6505,87.660
11.6681,83.336
11.6856,80.262
11.7031,77.913
11.7206,75.731
11.7381,71.564
11.7557,68.372
11.7732,64.620
11.7907,64.252
11.8082,63.714
11.8257,62.409
11.8433,60.608
11.8608,58.886
11.8783,56.872
11.8958,55.165
11.9133,52.439
11.9309,50.359
11.9484,47.958
11.9659,45.638
11.9834,44.084
12.0009,43.035
12.0185,41.985
12.0360,41.197
12.0535,39.372
12.0710,38.883
12.0885,37.907
12.1061,36.833
12.1236,35.362
12.1411,34.073
12.1586,32.821
12.1761,32.062
12.1936,30.824
12.2112,30.593
12.2287,30.196
12.2462,29.027
12.2637,28.986
12.2812,28.290
12.2988,28.154
12.3163,28.523
12.3338,29.653
12.3513,31.207
12.3688,33.073
12.3864,36.172
12.4039,36.121
12.4214,36.345
12.4389,37.715
12.4564,40.255
12.4740,42.220
12.4915,45.229
12.5090,46.214
12.5265,48.703
12.5440,51.457
12.5616,55.320
12.5791,58.151
12.5966,61.208
12.6141,62.792
12.6316,62.835
12.6492,67.256
12.6667,72.374
12.6842,74.719
12.7017,75.942
12.7192,76.802
12.7368,81.955
12.7543,85.313
12.7718,86.604
12.7893,88.141
12.8068,94.540
12.8244,95.226
12.8419,94.499
12.8594,91.247
12.8769,94.537
12.8944,104.049
12.9120,112.587
12.9295,121.165
12.9470,124.425
12.9645,119.449
12.9820,111.199
12.9996,105.033
13.0171,110.079
13.0346,114.108
13.0521,116.028
13.0696,118.117
13.0871,118.973
13.1047,114.608
13.1222,113.178
13.1397,117.215
13.1572,122.917
13.1747,123.639
13.1923,120.877
13.2098,116.321
13.2273,115.187
13.2448,118.521
13.2623,123.345
13.2799,125.020
13.2974,124.368
13.3149,120.210
13.3324,116.196
13.3499,112.944
13.3675,115.370
13.3850,117.690
13.4025,120.994
13.4200,117.672
13.4375,114.504
13.4551,110.249
13.4726,109.257
13.4901,111.657
13.5076,115.037
13.5251,116.058
13.5427,115.665
13.5602,116.011
13.5777,116.351
13.5952,115.364
13.6127,113.893
13.6303,113.202
13.6478,113.101
13.6653,112.175
13.6828,111.471
13.7003,110.295
13.7179,109.131
13.7354,107.690
13.7529,108.445
13.7704,112.489
13.7879,113.864
13.8055,112.029
13.8230,109.749
13.8405,107.337
13.8580,107.606
13.8755,107.085
13.8931,106.456
13.9106,102.439
13.9281,98.796
13.9456,94.273
13.9631,93.598
13.9806,92.101
13.9982,90.033
14.0157,82.038
14.0332,77.697
14.0507,76.163
14.0682,76.099
14.0858,80.756
14.1033,81.966
14.1208,76.101
14.1383,72.710
14.1558,67.487
14.1734,66.812
14.1909,65.972
14.2084,64.840
14.2259,62.562
14.2434,60.301
14.2610,58.031
14.2785,57.189
14.2960,56.897
14.3135,55.263
14.3310,53.477
14.3486,52.872
14.3661,49.517
14.3836,47.462
14.4011,47.251
14.4186,47.830
14.4362,46.143
14.4537,45.102
14.4712,44.528
14.4887,46.622
14.5062,47.686
14.5238,47.078
14.5413,46.548
14.5588,47.737
14.5763,49.829
14.5938,51.820
14.6114,53.158
14.6289,55.782
14.6464,57.161
14.6639,59.074
14.6814,60.768
14.6990,62.682
14.7165,64.321
14.7340,66.442
14.7515,66.902
14.7690,70.913
14.7866,71.927
14.8041,73.999
14.8216,76.976
14.8391,82.013
14.8566,82.842
14.8741,83.486
14.8917,86.067
14.9092,90.167
14.9267,93.361
14.9442,95.215
14.9617,96.693
14.9793,99.052
14.9968,100.722
15.0143,101.835
15.0318,101.826
15.0493,103.060
15.0669,104.451
15.0844,107.763
15.1019,114.037
15.1194,118.908
15.1369,118.878
15.1545,118.953
15.1720,120.952
15.1895,122.801
15.2070,124.411
15.2245,125.220
15.2421,125.602
15.2596,128.007
15.2771,129.177
15.2946,127.450
15.3121,125.721
15.3297,124.450
15.3472,124.795
15.3647,125.012
15.3822,124.687
15.3997,125.625
15.4173,124.832
15.4348,125.770
15.4523,128.334
15.4698,130.950
15.4873,131.820
15.5049,131.544
15.5224,131.029
15.5399,130.356
15.5574,129.208
15.5749,128.115
15.5925,126.946
15.6100,127.090
15.6275,127.861
15.6450,129.369
15.6625,131.914
15.6801,134.214
15.6976,133.634
15.7151,133.309
15.7326,132.034
15.7501,130.484
15.7676,129.474
15.7852,129.376
15.8027,130.809
15.8202,132.489
15.8377,132.345
15.8552,130.979
15.8728,128.173
15.8903,126.008
15.9078,126.341
15.9253,128.033
15.9428,128.439
15.9604,127.223
15.9779,124.435
15.9954,121.216
16.0129,119.936
16.0304,118.677
16.0480,117.472
16.0655,117.727
16.0830,118.115
16.1005,118.418
16.1180,117.981
16.1356,118.156
16.1531,115.333
16.1706,108.991
16.1881,104.459
16.2056,102.014
16.2232,99.682
16.2407,98.787
16.2582,95.330
16.2757,92.241
16.2932,89.120
16.3108,88.103
16.3283,86.939
16.3458,83.285
16.3633,78.355
16.3808,73.794
16.3984,70.850
16.4159,69.391
16.4334,67.737
16.4509,66.487
16.4684,66.208
16.4860,67.204
16.5035,68.843
16.5210,69.799
16.5385,69.614
16.5560,68.878
16.5736,67.413
16.5911,67.098
16.6086,67.891
16.6261,69.531
16.6436,72.901
16.6611,76.917
16.6787,80.411
16.6962,85.866
16.7137,90.930
16.7312,94.262
16.7487,96.101
16.7663,97.193
16.7838,99.424
16.8013,101.862
16.8188,106.632
16.8363,108.826
16.8539,108.401
16.8714,109.997
16.8889,110.287
16.9064,109.594
16.9239,110.489
16.9415,113.795
16.9590,118.355
16.9765,120.837
16.9940,121.715
17.0115,124.257
17.0291,128.240
17.0466,131.368
17.0641,132.600
17.0816,132.058
17.0991,131.042
17.1167,132.088
17.1342,133.143
17.1517,134.483
17.1692,135.903
17.1867,136.828
17.2043,138.457
17.2218,140.569
17.2393,142.390
17.2568,142.818
17.2743,143.105
17.2919,144.133
17.3094,145.321
17.3269,145.997
17.3444,146.682
17.3619,146.595
17.3795,148.059
17.3970,148.685
17.4145,149.558
17.4320,149.950
17.4495,151.591
17.4671,153.486
17.4846,156.497
17.5021,158.261
17.5196,158.955
17.5371,159.871
17.5546,160.994
17.5722,161.648
17.5897,161.592
17.6072,160.991
17.6247,161.383
17.6422,162.165
17.6598,165.311
17.6773,166.120
17.6948,166.390
17.7123,167.117
17.7298,167.534
17.7474,167.674
17.7649,167.061
17.7824,167.040
17.7999,164.804
17.8174,162.946
17.8350,160.017
17.8525,158.703
17.8700,158.452
17.8875,158.494
17.9050,159.239
17.9226,159.230
17.9401,158.647
17.9576,157.888
17.9751,156.965
17.9926,157.599
18.0102,159.245
18.0277,159.486
18.0452,158.205
18.0627,156.979
18.0802,155.383
18.0978,154.169
18.1153,152.725
18.1328,151.818
18.1503,151.603
18.1678,151.371
18.1854,150.473
18.2029,149.652
18.2204,147.282
18.2379,145.791
18.2554,144.228
18.2730,142.663
18.2905,141.909
18.3080,140.866
18.3255,140.105
18.3430,139.465
18.3606,138.495
18.3781,137.826
18.3956,137.018
18.4131,134.799
18.4306,134.378
18.4482,133.068
18.4657,134.563
18.4832,136.173
18.5007,136.605
18.5182,134.923
18.5357,133.383
18.5533,128.373
18.5708,126.307
18.5883,121.946
18.6058,114.816
18.6233,108.410
18.6409,104.134
18.6584,101.768
18.6759,98.500
18.6934,95.541
18.7109,94.391
18.7285,93.319
18.7460,93.072
18.7635,91.299
18.7810,88.090
18.7985,85.719
18.8161,84.805
18.8336,84.396
18.8511,84.088
18.8686,84.243
18.8861,87.835
18.9037,91.241
18.9212,95.851
18.9387,99.863
18.9562,105.595
18.9737,110.497
18.9913,119.018
19.0088,124.121
19.0263,128.487
19.0438,131.143
19.0613,133.282
19.0789,133.841
19.0964,133.290
19.1139,134.785
19.1314,136.672
19.1489,136.068
19.1665,136.929
19.1840,137.900
19.2015,140.670
19.2190,143.595
19.2365,147.645
19.2541,149.573
19.2716,155.553
19.2891,157.317
19.3066,163.286
19.3241,165.729
19.3417,171.189
19.3592,173.548
19.3767,179.800
19.3942,182.816
19.4117,189.702
19.4292,191.203
19.4468,197.322
19.4643,198.437
19.4818,201.602
19.4993,203.583
19.5168,206.167
19.5344,206.827
19.5519,210.279
19.5694,210.628
19.5869,213.376
19.6044,214.414
19.6220,216.647
19.6395,216.710
19.6570,218.722
19.6745,218.780
19.6920,220.235
19.7096,220.970
19.7271,222.550
19.7446,223.033
19.7621,223.872
19.7796,223.970
19.7972,225.628
19.8147,226.287
19.8322,226.777
19.8497,227.530
19.8672,228.323
19.8848,228.545
19.9023,229.562
19.9198,229.766
19.9373,230.365
19.9548,230.314
19.9724,230.167
19.9899,229.955
20.0074,231.686
20.0249,231.752
20.0424,232.808
20.0600,233.743
20.0775,234.277
20.0950,233.680
20.1125,234.337
20.1300,235.122
20.1476,234.538
20.1651,234.419
20.1826,235.852
20.2001,234.273
20.2176,233.585
20.2352,235.079
20.2527,235.168
20.2702,233.935
20.2877,233.237
20.3052,232.488
20.3227,231.266
20.3403,231.458
20.3578,228.173
20.3753,226.495
20.3928,224.051
20.4103,224.041
20.4279,222.870
20.4454,222.466
20.4629,221.215
20.4804,220.686
20.4979,219.093
20.5155,218.584
20.5330,216.286
20.5505,215.523
20.5680,213.721
20.5855,212.995
20.6031,211.223
20.6206,210.355
20.6381,207.238
20.6556,204.630
20.6731,202.329
20.6907,198.961
20.7082,190.744
20.7257,186.289
20.7432,182.780
20.7607,182.939
20.7783,178.385
20.7958,174.868
20.8133,172.334
20.8308,170.355
20.8483,163.334
20.8659,157.264
20.8834,150.095
20.9009,147.067
20.9184,143.468
20.9359,140.112
20.9535,137.600
20.9710,136.133
20.9885,135.205
21.0060,133.672
21.0235,132.640
21.0411,132.570
21.0586,132.555
21.0761,132.608
21.0936,133.287
21.1111,134.489
21.1287,135.929
21.1462,137.405
21.1637,140.967
21.1812,144.371
21.1987,154.676
21.2162,157.998
21.2338,168.282
21.2513,172.502
21.2688,183.513
21.2863,187.068
21.3038,196.153
21.3214,199.473
21.3389,204.123
21.3564,207.366
21.3739,216.952
21.3914,218.540
21.4090,226.027
21.4265,229.488
21.4440,235.757
21.4615,237.550
21.4790,243.209
21.4966,244.183
21.5141,245.017
21.5316,246.468
21.5491,248.206
21.5666,249.595
21.5842,252.058
21.6017,252.231
21.6192,252.932
21.6367,253.786
21.6542,254.273
21.6718,254.401
21.6893,254.228
21.7068,253.876
21.7243,254.712
21.7418,254.814
21.7594,255.000
21.7769,255.000
21.7944,255.000
21.8119,255.000
21.8294,255.000
21.8470,255.000
21.8645,255.000
21.8820,255.000
21.8995,255.000
21.9170,255.000
21.9346,255.000
21.9521,255.000
21.9696,255.000
21.9871,255.000
22.0046,255.000
22.0222,255.000
22.0397,255.000
22.0572,255.000
22.0747,255.000
22.0922,255.000
22.1097,255.000
22.1273,255.000
22.1448,255.000
22.1623,255.000
22.1798,255.000
22.1973,255.000
22.2149,255.000
22.2324,255.000
22.2499,255.000
22.2674,255.000
22.2849,255.000
22.3025,255.000
22.3200,255.000
22.3375,255.000
22.3550,255.000
22.3725,255.000
22.3901,255.000
22.4076,255.000
22.4251,255.000
22.4426,255.000
22.4601,255.000
22.4777,255.000
22.4952,255.000
22.5127,255.000
22.5302,255.000
22.5477,255.000
22.5653,255.000
22.5828,255.000
22.6003,255.000
22.6178,255.000
22.6353,255.000
22.6529,255.000
22.6704,255.000
22.6879,255.000
22.7054,255.000
22.7229,255.000
22.7405,255.000
22.7580,255.000
22.7755,255.000
22.7930,255.000
22.8105,255.000
22.8281,254.991
22.8456,254.839
22.8631,254.839
22.8806,254.839
22.8981,254.839
22.9157,254.839
22.9332,254.839
22.9507,254.839
22.9682,254.839
22.9857,254.839
23.0033,254.839
23.0208,254.839
23.0383,254.839
23.0558,254.839
23.0733,254.839
23.0908,254.839
23.1084,254.847
23.1259,254.809
23.1434,254.799
23.1609,254.798
23.1784,254.798
23.1960,254.797
23.2135,254.797
23.2310,254.796
23.2485,254.796
23.2660,254.796
23.2836,254.795
23.3011,254.830
23.3186,254.839
23.3361,254.839
23.3536,254.839
23.3712,254.839
23.3887,254.830
23.4062,254.837
23.4237,254.839
23.4412,254.839
23.4588,254.839
23.4763,254.839
23.4938,254.839
23.5113,254.839
23.5288,254.839
23.5464,254.839
23.5639,254.839
23.5814,254.839
23.5989,254.839
23.6164,254.839
23.6340,254.839
23.6515,254.839
23.6690,254.848
23.6865,255.000
23.7040,255.000
23.7216,255.000
23.7391,255.000
23.7566,255.000
23.7741,255.000
23.7916,255.000
23.8092,255.000
23.8267,255.000
23.8442,255.000
23.8617,255.000
23.8792,255.000
23.8967,255.000
23.9143,255.000
23.9318,255.000
23.9493,255.000
23.9668,255.000
23.9843,255.000
24.0019,255.000
24.0194,255.000
24.0369,255.000
24.0544,255.000
24.0719,255.000
24.0895,255.000
24.1070,255.000
24.1245,255.000
24.1420,255.000
24.1595,255.000
24.1771,255.000
24.1946,255.000
24.2121,255.000
24.2296,255.000
24.2471,255.000
24.2647,255.000
24.2822,255.000
24.2997,255.000
24.3172,255.000
24.3347,255.000
24.3523,255.000
24.3698,255.000
24.3873,255.000
24.4048,255.000
24.4223,255.000
24.4399,255.000
24.4574,255.000
24.4749,255.000
24.4924,255.000
24.5099,255.000
24.5275,255.000
24.5450,255.000
24.5625,255.000
24.5800,255.000
24.5975,255.000
24.6151,255.000
24.6326,255.000
24.6501,255.000
24.6676,255.000
24.6851,255.000
24.7027,255.000
24.7202,255.000
24.7377,255.000
24.7552,255.000
24.7727,255.000
24.7902,255.000
24.8078,255.000
24.8253,254.997
24.8428,254.984
24.8603,254.979
24.8778,254.942
24.8954,254.884
24.9129,254.857
24.9304,254.867
24.9479,254.922
24.9654,254.913
24.9830,254.859
25.0005,254.851
25.0180,254.816
25.0355,254.817
25.0530,254.788
25.0706,254.700
25.0881,253.254
25.1056,250.953
25.1231,249.371
25.1406,247.118
25.1582,245.522
25.1757,244.490
25.1932,241.542
25.2107,236.325
25.2282,229.223
25.2458,227.189
25.2633,221.314
25.2808,218.052
25.2983,211.584
25.3158,209.592
25.3334,204.904
25.3509,202.002
25.3684,193.440
25.3859,186.425
25.4034,172.943
25.4210,165.504
25.4385,156.200
25.4560,152.392
25.4735,147.184
25.4910,144.320
25.5086,140.682
25.5261,139.546
25.5436,139.182
25.5611,138.953
25.5786,139.147
25.5962,139.203
25.6137,140.134
25.6312,140.629
25.6487,141.200
25.6662,142.894
25.6838,145.170
25.7013,147.736
25.7188,150.389
25.7363,152.610
25.7538,154.014
25.7713,154.897
25.7889,156.660
25.8064,159.291
25.8239,162.633
25.8414,164.757
25.8589,167.610
25.8765,171.035
25.8940,174.662
25.9115,178.232
25.9290,182.074
25.9465,185.106
25.9641,189.427
25.9816,193.450
25.9991,196.775
26.0166,200.289
26.0341,203.727
26.0517,205.944
26.0692,208.530
26.0867,210.183
26.1042,211.885
26.1217,213.227
26.1393,213.589
26.1568,214.999
26.1743,215.424
26.1918,215.185
26.2093,215.797
26.2269,217.281
26.2444,218.207
26.2619,219.324
26.2794,220.738
26.2969,222.353
26.3145,223.640
26.3320,223.978
26.3495,224.797
26.3670,225.256
26.3845,225.741
26.4021,225.984
26.4196,226.808
26.4371,227.243
26.4546,227.007
26.4721,227.613
26.4897,228.358
26.5072,228.451
26.5247,229.408
26.5422,229.816
26.5597,229.494
26.5772,229.266
26.5948,229.599
26.6123,230.160
26.6298,230.091
26.6473,229.062
26.6648,228.467
26.6824,228.892
26.6999,228.754
26.7174,229.089
26.7349,227.883
26.7524,226.183
26.7700,224.337
26.7875,223.940
26.8050,222.594
26.8225,222.137
26.8400,220.713
26.8576,220.219
26.8751,218.553
26.8926,217.517
26.9101,214.917
26.9276,214.184
26.9452,212.437
26.9627,212.537
26.9802,210.896
26.9977,209.623
27.0152,206.290
27.0328,204.216
27.0503,201.907
27.0678,201.130
27.0853,198.478
27.1028,197.169
27.1204,194.228
27.1379,192.148
27.1554,187.361
27.1729,185.575
