Distance_(unit),Gray_Value
2.3268,77.371
2.3299,74.029
2.3330,74.680
2.3361,75.411
2.3392,72.504
2.3423,77.942
2.3454,74.021
2.3485,74.274
2.3516,72.923
2.3547,76.133
2.3578,82.647
2.3609,78.053
2.3640,71.768
2.3670,74.310
2.3701,80.508
2.3732,84.752
2.3763,82.468
2.3794,80.669
2.3825,83.360
2.3856,81.891
2.3887,76.182
2.3918,76.093
2.3949,75.089
2.3980,76.630
2.4011,85.072
2.4042,86.614
2.4073,87.289
2.4104,84.853
2.4135,83.213
2.4166,83.616
2.4196,92.858
2.4227,94.380
2.4258,90.507
2.4289,91.750
2.4320,88.939
2.4351,85.119
2.4382,81.646
2.4413,79.125
2.4444,87.295
2.4475,89.074
2.4506,85.981
2.4537,91.237
2.4568,93.748
2.4599,88.647
2.4630,88.322
2.4661,84.971
2.4692,89.887
2.4723,98.602
2.4753,94.366
2.4784,96.133
2.4815,98.127
2.4846,93.429
2.4877,95.714
2.4908,92.284
2.4939,85.474
2.4970,80.608
2.5001,73.545
2.5032,73.402
2.5063,75.496
2.5094,74.125
2.5125,77.653
2.5156,78.058
2.5187,85.969
2.5218,83.506
2.5249,74.268
2.5279,77.444
2.5310,81.794
2.5341,77.343
2.5372,77.600
2.5403,75.733
2.5434,74.905
2.5465,79.295
2.5496,74.230
2.5527,72.188
2.5558,74.589
2.5589,71.199
2.5620,69.964
2.5651,69.909
2.5682,67.254
2.5713,63.633
2.5744,66.276
2.5775,66.703
2.5805,66.234
2.5836,70.493
2.5867,68.735
2.5898,63.248
2.5929,64.653
2.5960,65.730
2.5991,70.663
2.6022,70.493
2.6053,67.046
2.6084,66.744
2.6115,67.117
2.6146,66.861
2.6177,69.109
2.6208,67.307
2.6239,65.260
2.6270,66.854
2.6301,69.344
2.6331,73.828
2.6362,75.045
2.6393,73.159
2.6424,75.703
2.6455,80.449
2.6486,79.362
2.6517,76.592
2.6548,78.264
2.6579,80.069
2.6610,81.822
2.6641,87.113
2.6672,93.221
2.6703,94.908
2.6734,96.969
2.6765,97.010
2.6796,94.514
2.6827,95.994
2.6857,97.185
2.6888,93.333
2.6919,91.248
2.6950,96.473
2.6981,96.999
2.7012,96.572
2.7043,100.322
2.7074,98.614
2.7105,94.800
2.7136,97.982
2.7167,108.149
2.7198,103.672
2.7229,95.462
2.7260,97.927
2.7291,108.626
2.7322,111.462
2.7353,105.106
2.7384,100.839
2.7414,103.142
2.7445,103.960
2.7476,103.698
2.7507,103.093
2.7538,103.289
2.7569,104.443
2.7600,106.343
2.7631,107.475
2.7662,106.981
2.7693,103.901
2.7724,101.183
2.7755,96.562
2.7786,98.336
2.7817,106.105
2.7848,104.862
2.7879,99.753
2.7910,100.585
2.7940,102.843
2.7971,107.301
2.8002,110.241
2.8033,106.855
2.8064,99.566
2.8095,93.709
2.8126,93.218
2.8157,96.853
2.8188,92.425
2.8219,91.205
2.8250,91.812
2.8281,85.969
2.8312,82.029
2.8343,82.051
2.8374,78.028
2.8405,74.004
2.8436,77.775
2.8466,79.101
2.8497,77.163
2.8528,82.920
2.8559,91.779
2.8590,91.059
2.8621,83.992
2.8652,81.490
2.8683,80.250
2.8714,81.737
2.8745,83.027
2.8776,79.697
2.8807,77.938
2.8838,81.742
2.8869,85.818
2.8900,78.456
2.8931,70.599
2.8962,65.996
2.8992,70.201
2.9023,77.850
2.9054,77.093
2.9085,70.675
2.9116,67.418
2.9147,63.522
2.9178,62.335
2.9209,65.498
2.9240,71.054
2.9271,74.141
2.9302,72.429
2.9333,67.281
2.9364,63.094
2.9395,68.286
2.9426,75.971
2.9457,78.932
2.9488,77.555
2.9518,78.422
2.9549,80.717
2.9580,82.681
2.9611,83.022
2.9642,84.566
2.9673,86.956
2.9704,95.275
2.9735,100.889
2.9766,104.161
2.9797,106.975
2.9828,104.775
2.9859,100.910
2.9890,102.622
2.9921,103.602
2.9952,106.783
2.9983,109.562
3.0014,112.057
3.0045,118.610
3.0075,119.452
3.0106,109.250
3.0137,106.891
3.0168,106.942
3.0199,111.322
3.0230,115.643
3.0261,121.413
3.0292,123.229
3.0323,112.811
3.0354,103.630
3.0385,100.616
3.0416,106.596
3.0447,108.827
3.0478,108.637
3.0509,117.298
3.0540,126.561
3.0571,130.750
3.0601,137.246
