Distance_(mm),Gray_Value
11.6967,77.278
11.7549,74.703
11.8131,72.617
11.8713,71.503
11.9295,71.679
11.9877,73.371
12.0459,76.063
12.1041,79.485
12.1623,83.831
12.2205,87.483
12.2787,90.495
12.3368,91.736
12.3950,92.714
12.4532,92.562
12.5114,92.394
12.5696,90.889
12.6278,88.307
12.6860,85.363
12.7442,82.724
12.8024,80.781
12.8606,78.175
12.9188,76.445
12.9770,75.290
13.0352,74.940
13.0934,75.554
13.1515,77.286
13.2097,79.804
13.2679,82.904
13.3261,86.564
13.3843,90.884
13.4425,94.397
13.5007,96.338
13.5589,97.122
13.6171,97.206
13.6753,96.595
13.7335,95.447
13.7917,93.615
13.8499,90.202
13.9080,87.076
13.9662,83.794
14.0244,80.412
14.0826,77.403
14.1408,76.065
14.1990,76.069
14.2572,77.143
14.3154,79.925
14.3736,84.020
14.4318,88.639
14.4900,93.497
14.5482,97.602
14.6064,101.808
14.6646,105.411
14.7227,106.777
14.7809,105.933
14.8391,103.193
14.8973,99.331
14.9555,96.102
15.0137,93.411
15.0719,90.719
15.1301,88.420
15.1883,86.876
15.2465,86.358
15.3047,86.128
15.3629,86.315
15.4211,86.749
15.4792,88.062
15.5374,90.774
15.5956,94.228
15.6538,97.645
15.7120,101.265
15.7702,103.843
15.8284,105.957
15.8866,107.418
15.9448,107.664
16.0030,106.184
16.0612,103.244
16.1194,100.073
16.1776,96.442
16.2358,93.145
16.2939,89.651
16.3521,86.933
16.4103,85.486
16.4685,85.332
16.5267,86.388
16.5849,88.409
16.6431,91.450
16.7013,94.824
16.7595,98.920
16.8177,103.316
16.8759,107.186
16.9341,109.431
16.9923,110.210
17.0505,110.809
17.1086,110.583
17.1668,108.802
17.2250,105.460
17.2832,101.552
17.3414,97.355
17.3996,93.319
17.4578,89.909
17.5160,87.843
17.5742,86.973
17.6324,87.445
17.6906,89.304
17.7488,92.619
17.8070,97.415
17.8651,102.861
17.9233,107.582
17.9815,111.444
18.0397,114.206
18.0979,114.988
18.1561,114.062
18.2143,112.690
18.2725,111.027
18.3307,108.751
18.3889,106.166
18.4471,102.653
18.5053,99.099
18.5635,95.598
18.6217,92.795
18.6798,91.199
18.7380,91.359
18.7962,93.434
18.8544,96.552
18.9126,100.455
18.9708,104.779
19.0290,108.899
19.0872,113.112
19.1454,116.619
19.2036,118.584
19.2618,119.201
19.3200,118.666
19.3782,117.949
19.4364,115.972
19.4945,112.662
19.5527,108.230
19.6109,103.473
19.6691,99.471
19.7273,96.787
19.7855,95.382
19.8437,95.436
19.9019,97.196
19.9601,100.188
20.0183,104.152
20.0765,108.178
20.1347,111.804
20.1929,114.714
20.2510,116.639
20.3092,118.368
20.3674,119.071
20.4256,119.338
20.4838,119.301
20.5420,118.595
20.6002,116.909
20.6584,114.413
20.7166,112.196
20.7748,109.448
20.8330,106.873
20.8912,104.655
20.9494,102.894
21.0076,102.464
21.0657,103.846
21.1239,107.238
21.1821,111.488
21.2403,115.521
21.2985,119.884
21.3567,123.322
21.4149,126.590
21.4731,128.481
21.5313,128.993
21.5895,128.856
21.6477,128.096
21.7059,126.604
21.7641,122.634
21.8223,116.738
21.8804,111.005
21.9386,106.601
21.9968,104.444
22.0550,104.308
22.1132,105.202
22.1714,107.084
22.2296,109.982
22.2878,115.042
22.3460,119.716
22.4042,123.839
22.4624,126.538
22.5206,129.605
22.5788,132.421
22.6369,134.144
22.6951,134.439
22.7533,134.147
22.8115,132.541
22.8697,128.901
22.9279,123.502
22.9861,118.339
23.0443,114.700
23.1025,112.193
23.1607,110.305
23.2189,108.242
23.2771,107.985
23.3353,110.621
23.3935,115.281
23.4516,121.245
23.5098,126.716
23.5680,130.948
23.6262,133.246
23.6844,134.577
23.7426,134.939
23.8008,134.914
23.8590,134.736
23.9172,133.970
23.9754,132.161
24.0336,129.743
24.0918,126.318
24.1500,121.803
24.2082,117.514
24.2663,113.935
24.3245,111.932
24.3827,110.835
24.4409,111.431
24.4991,114.155
24.5573,118.171
24.6155,123.000
24.6737,128.219
24.7319,133.520
24.7901,137.356
24.8483,140.220
24.9065,141.324
24.9647,141.272
25.0228,140.649
25.0810,139.134
25.1392,137.185
25.1974,135.252
25.2556,132.132
25.3138,127.501
25.3720,122.184
25.4302,116.777
25.4884,113.327
25.5466,112.524
25.6048,114.248
25.6630,118.354
25.7212,123.685
25.7794,129.356
25.8375,134.167
25.8957,137.730
25.9539,139.032
26.0121,139.624
26.0703,139.649
26.1285,139.134
26.1867,137.727
26.2449,134.547
26.3031,129.925
26.3613,123.570
26.4195,117.033
26.4777,110.448
26.5359,105.713
26.5940,104.375
26.6522,105.220
26.7104,107.223
26.7686,110.199
26.8268,115.508
26.8850,122.570
26.9432,129.578
27.0014,135.239
27.0596,138.673
27.1178,140.418
27.1760,140.974
27.2342,140.520
27.2924,139.342
27.3506,136.999
27.4087,132.589
27.4669,126.947
27.5251,121.293
27.5833,115.306
27.6415,110.518
27.6997,107.843
27.7579,106.521
27.8161,106.967
27.8743,109.927
27.9325,114.187
27.9907,120.182
28.0489,125.880
28.1071,132.257
28.1653,137.342
28.2234,142.055
28.2816,145.244
28.3398,147.309
28.3980,148.191
28.4562,148.157
28.5144,147.813
28.5726,146.971
28.6308,145.387
28.6890,142.973
28.7472,139.606
28.8054,137.165
28.8636,135.666
28.9218,135.126
28.9799,135.918
29.0381,138.536
29.0963,142.336
29.1545,145.914
29.2127,148.616
29.2709,150.587
29.3291,151.639
29.3873,151.881
29.4455,152.596
29.5037,154.209
29.5619,155.716
29.6201,155.487
29.6783,153.318
29.7365,150.558
29.7946,148.081
29.8528,146.099
29.9110,144.383
29.9692,141.904
30.0274,139.556
30.0856,138.527
30.1438,140.957
30.2020,143.036
30.2602,144.188
30.3184,144.982
30.3766,147.172
30.4348,151.022
30.4930,156.015
30.5512,161.851
30.6093,169.194
30.6675,174.578
30.7257,177.571
30.7839,175.732
30.8421,168.852
30.9003,157.182
30.9585,147.068
31.0167,144.194
31.0749,146.136
31.1331,146.255
31.1913,145.025
31.2495,144.202
31.3077,143.706
31.3658,144.228
31.4240,146.237
31.4822,152.274
31.5404,159.442
31.5986,165.939
31.6568,171.049
31.7150,174.383
31.7732,176.175
31.8314,175.786
31.8896,174.214
31.9478,171.799
32.0060,169.131
32.0642,164.142
32.1224,158.333
32.1805,151.877
32.2387,145.555
32.2969,142.943
32.3551,142.441
32.4133,142.364
32.4715,143.961
32.5297,149.874
32.5879,162.002
32.6461,176.401
32.7043,186.618
32.7625,193.584
32.8207,198.640
32.8789,202.053
32.9370,204.416
32.9952,204.032
33.0534,201.447
33.1116,197.648
33.1698,193.889
33.2280,186.120
33.2862,176.098
33.3444,166.361
33.4026,158.868
33.4608,151.487
33.5190,149.071
33.5772,154.088
33.6354,165.941
33.6936,180.256
33.7517,194.113
33.8099,204.370
33.8681,212.559
33.9263,219.289
33.9845,223.870
34.0427,226.426
34.1009,227.323
34.1591,226.537
34.2173,224.948
34.2755,220.925
34.3337,215.868
34.3919,208.943
34.4501,199.816
34.5083,188.873
34.5664,179.011
34.6246,173.491
34.6828,174.011
34.7410,182.624
34.7992,199.002
34.8574,215.146
34.9156,225.115
34.9738,230.374
35.0320,233.618
35.0902,236.108
35.1484,236.867
35.2066,236.569
35.2648,235.845
35.3229,233.725
35.3811,230.919
35.4393,227.797
35.4975,222.913
35.5557,214.562
35.6139,204.805
35.6721,197.003
35.7303,195.793
35.7885,198.374
35.8467,204.855
35.9049,216.199
35.9631,228.536
36.0213,236.877
36.0795,241.684
36.1376,244.721
36.1958,247.470
36.2540,249.593
36.3122,250.645
36.3704,250.548
36.4286,250.156
36.4868,249.965
36.5450,249.170
36.6032,247.953
36.6614,247.395
36.7196,245.961
36.7778,244.831
36.8360,244.957
36.8942,246.897
36.9523,249.630
37.0105,250.857
37.0687,251.621
37.1269,252.275
37.1851,252.680
37.2433,252.790
37.3015,252.798
37.3597,252.888
37.4179,252.911
37.4761,252.826
37.5343,252.891
37.5925,252.835
37.6507,252.804
37.7089,252.845
37.7670,252.852
37.8252,252.901
37.8834,252.928
37.9416,252.978
37.9998,253.140
38.0580,253.083
38.1162,253.057
38.1744,253.048
38.2326,253.164
38.2908,253.283
38.3490,253.284
38.4072,253.272
38.4654,253.165
38.5235,253.341
38.5817,253.402
38.6399,253.458
38.6981,253.603
38.7563,253.664
38.8145,253.696
38.8727,253.672
38.9309,253.566
38.9891,253.388
39.0473,253.377
39.1055,253.465
39.1637,253.617
39.2219,253.618
39.2801,253.618
39.3382,253.676
39.3964,253.789
39.4546,253.766
39.5128,253.648
39.5710,253.659
39.6292,253.662
39.6874,253.667
39.7456,253.667
39.8038,253.681
39.8620,253.715
39.9202,253.591
39.9784,253.522
40.0366,253.497
40.0947,253.525
40.1529,253.636
40.2111,253.676
40.2693,253.464
40.3275,252.872
40.3857,253.094
40.4439,253.375
40.5021,253.520
40.5603,253.542
40.6185,253.486
40.6767,253.349
40.7349,253.165
40.7931,253.268
40.8513,253.339
40.9094,253.450
40.9676,253.636
41.0258,253.667
41.0840,253.673
41.1422,253.689
41.2004,253.768
41.2586,253.648
41.3168,253.680
41.3750,253.714
41.4332,253.726
41.4914,253.736
41.5496,253.736
41.6078,253.736
41.6660,253.721
41.7241,253.553
41.7823,253.552
41.8405,253.580
41.8987,253.562
41.9569,253.608
42.0151,253.624
42.0733,253.655
42.1315,253.622
42.1897,253.685
42.2479,253.772
42.3061,253.727
42.3643,253.640
42.4225,253.549
42.4806,253.578
42.5388,253.535
42.5970,253.541
42.6552,253.593
42.7134,253.604
42.7716,253.560
42.8298,253.541
42.8880,253.556
42.9462,253.538
43.0044,253.468
43.0626,253.446
43.1208,253.441
43.1790,253.368
43.2372,253.391
43.2953,253.459
43.3535,253.606
43.4117,253.648
43.4699,253.663
43.5281,253.660
43.5863,253.596
43.6445,253.603
43.7027,253.675
43.7609,253.676
43.8191,253.616
43.8773,253.566
43.9355,253.567
43.9937,253.543
44.0518,253.347
44.1100,253.343
44.1682,253.374
44.2264,253.386
44.2846,253.409
44.3428,253.422
44.4010,253.430
44.4592,253.364
44.5174,253.411
44.5756,253.347
44.6338,253.381
44.6920,253.442
44.7502,253.453
44.8084,253.465
44.8665,253.499
44.9247,253.481
44.9829,253.318
45.0411,253.353
45.0993,253.202
45.1575,253.258
45.2157,253.250
45.2739,253.169
45.3321,253.176
45.3903,253.065
45.4485,252.836
45.5067,252.558
45.5649,252.567
45.6231,252.578
45.6812,252.236
45.7394,251.666
45.7976,250.881
45.8558,250.234
45.9140,249.034
45.9722,246.928
46.0304,244.511
46.0886,243.320
46.1468,243.189
46.2050,244.380
46.2632,246.641
46.3214,248.816
46.3796,250.260
46.4377,250.793
46.4959,251.361
46.5541,251.508
46.6123,250.960
46.6705,249.927
46.7287,248.345
46.7869,246.972
46.8451,244.348
46.9033,240.245
46.9615,234.138
47.0197,229.298
47.0779,226.765
47.1361,225.289
47.1943,222.995
47.2524,223.150
47.3106,225.607
47.3688,229.844
47.4270,233.708
47.4852,236.832
47.5434,238.900
47.6016,239.539
47.6598,239.437
47.7180,239.116
47.7762,237.711
47.8344,235.792
47.8926,232.064
47.9508,228.787
48.0090,225.120
48.0671,220.462
48.1253,214.145
48.1835,205.294
48.2417,197.113
48.2999,191.763
48.3581,190.574
48.4163,194.251
48.4745,201.379
48.5327,209.942
48.5909,215.671
48.6491,219.454
48.7073,220.836
48.7655,221.077
48.8237,222.127
48.8818,222.391
48.9400,221.949
48.9982,219.929
49.0564,217.231
49.1146,211.268
49.1728,201.064
49.2310,190.134
49.2892,180.487
49.3474,169.796
49.4056,163.678
49.4638,163.601
49.5220,164.734
49.5802,167.729
49.6383,177.565
49.6965,190.185
49.7547,200.018
49.8129,206.309
49.8711,209.686
49.9293,210.687
49.9875,209.673
50.0457,208.194
50.1039,204.746
50.1621,199.244
50.2203,192.467
50.2785,183.652
50.3367,177.189
50.3949,168.033
50.4530,159.323
50.5112,150.861
50.5694,148.246
50.6276,148.211
50.6858,148.828
50.7440,152.147
50.8022,159.384
50.8604,169.075
50.9186,178.884
50.9768,187.170
51.0350,192.090
51.0932,193.529
51.1514,192.670
51.2095,190.468
51.2677,186.574
51.3259,180.844
51.3841,174.599
51.4423,166.018
51.5005,157.610
51.5587,150.433
51.6169,146.565
51.6751,145.825
51.7333,146.532
51.7915,146.808
51.8497,146.846
51.9079,145.935
51.9661,148.637
52.0242,155.646
52.0824,166.330
52.1406,175.247
52.1988,179.019
52.2570,179.891
52.3152,178.103
52.3734,173.660
52.4316,167.835
52.4898,162.645
52.5480,157.963
52.6062,151.059
52.6644,144.672
52.7226,140.774
52.7808,139.581
52.8389,140.348
52.8971,141.888
52.9553,143.012
53.0135,144.632
53.0717,146.502
53.1299,149.018
53.1881,153.596
53.2463,158.229
53.3045,160.500
53.3627,160.708
53.4209,160.697
53.4791,160.950
53.5373,160.289
53.5954,158.179
53.6536,152.874
53.7118,146.179
53.7700,140.362
53.8282,136.813
53.8864,135.942
53.9446,136.078
54.0028,136.662
54.0610,137.425
54.1192,138.455
54.1774,140.456
54.2356,143.317
54.2938,146.298
54.3520,148.604
54.4101,150.058
54.4683,150.939
54.5265,151.331
54.5847,151.562
54.6429,151.292
54.7011,150.434
54.7593,148.053
54.8175,144.975
54.8757,141.984
54.9339,138.296
54.9921,135.082
55.0503,132.933
55.1085,132.525
55.1666,133.924
55.2248,136.712
55.2830,140.002
55.3412,143.103
55.3994,145.322
55.4576,146.196
55.5158,146.926
55.5740,148.030
55.6322,148.963
55.6904,148.513
55.7486,147.342
55.8068,145.490
55.8650,142.718
55.9232,139.014
55.9813,134.578
56.0395,130.520
56.0977,127.579
56.1559,125.302
56.2141,124.072
56.2723,123.964
56.3305,124.722
56.3887,126.132
56.4469,128.158
56.5051,130.940
56.5633,133.667
56.6215,136.701
56.6797,140.046
56.7379,142.694
56.7960,144.670
56.8542,145.848
56.9124,146.331
56.9706,145.558
57.0288,143.134
57.0870,139.093
57.1452,134.276
57.2034,129.843
57.2616,125.507
57.3198,121.987
57.3780,119.691
57.4362,119.356
57.4944,120.848
57.5526,123.712
57.6107,127.807
57.6689,132.908
57.7271,136.815
57.7853,138.268
57.8435,139.040
57.9017,139.660
57.9599,140.400
58.0181,140.050
58.0763,138.625
58.1345,135.842
58.1927,132.822
58.2509,129.079
58.3091,125.023
58.3672,121.207
58.4254,118.400
58.4836,116.620
58.5418,116.000
58.6000,116.109
58.6582,117.574
58.7164,120.514
58.7746,124.874
58.8328,129.954
58.8910,134.720
58.9492,139.415
59.0074,141.085
59.0656,141.417
59.1238,140.661
59.1819,138.744
59.2401,136.431
59.2983,134.050
59.3565,131.812
59.4147,129.013
59.4729,124.516
59.5311,118.442
59.5893,113.655
59.6475,110.753
59.7057,109.574
59.7639,110.128
59.8221,112.200
59.8803,115.144
59.9384,119.817
59.9966,124.280
60.0548,128.100
60.1130,131.629
60.1712,134.307
60.2294,135.039
60.2876,134.549
60.3458,133.800
60.4040,132.158
60.4622,129.362
60.5204,126.585
60.5786,123.181
60.6368,118.977
60.6950,115.091
60.7531,111.727
60.8113,109.312
60.8695,107.188
60.9277,106.348
60.9859,107.459
61.0441,109.959
61.1023,114.043
61.1605,118.760
61.2187,122.997
61.2769,125.909
61.3351,128.185
61.3933,129.213
61.4515,129.132
61.5097,128.750
61.5678,127.802
61.6260,124.947
61.6842,120.672
61.7424,115.118
61.8006,109.847
61.8588,105.232
61.9170,102.056
61.9752,100.649
62.0334,100.314
62.0916,100.453
62.1498,101.782
62.2080,105.250
62.2662,109.507
62.3243,113.134
62.3825,116.262
62.4407,119.101
62.4989,121.260
62.5571,122.686
62.6153,123.625
62.6735,124.194
62.7317,122.780
62.7899,119.527
62.8481,114.725
62.9063,109.096
62.9645,103.633
63.0227,99.522
63.0809,97.036
63.1390,95.926
63.1972,95.757
63.2554,96.428
63.3136,99.168
63.3718,103.113
63.4300,108.591
63.4882,113.517
63.5464,116.824
63.6046,119.087
63.6628,121.156
63.7210,121.278
63.7792,119.413
63.8374,117.169
63.8955,114.943
63.9537,111.843
64.0119,108.001
64.0701,104.825
64.1283,101.022
64.1865,98.045
64.2447,95.701
64.3029,94.158
64.3611,94.031
64.4193,95.672
64.4775,98.841
64.5357,103.402
64.5939,108.400
64.6521,112.445
64.7103,115.785
64.7684,118.613
64.8266,120.470
64.8848,120.967
64.9430,120.539
65.0012,118.479
65.0594,115.121
65.1176,110.845
65.1758,105.710
65.2340,100.720
65.2922,96.695
65.3504,93.894
65.4086,92.140
65.4668,91.658
65.5249,92.245
65.5831,93.180
65.6413,94.988
65.6995,97.247
65.7577,100.493
65.8159,104.617
65.8741,108.330
65.9323,110.673
65.9905,111.334
66.0487,111.133
66.1069,109.869
66.1651,108.027
66.2233,105.816
66.2814,102.881
66.3396,98.985
66.3978,94.998
66.4560,92.037
66.5142,89.604
66.5724,87.898
66.6306,87.013
66.6888,87.503
66.7470,89.178
66.8052,91.810
66.8634,95.305
66.9216,99.304
66.9798,103.299
67.0380,107.312
67.0961,111.184
67.1543,113.077
67.2125,112.297
67.2707,110.406
67.3289,107.298
67.3871,103.544
67.4453,99.060
67.5035,94.357
67.5617,89.808
67.6199,85.867
67.6781,82.690
67.7363,80.367
67.7945,79.869
67.8527,80.937
67.9108,82.865
67.9690,85.116
68.0272,88.055
68.0854,92.161
68.1436,96.597
68.2018,100.573
68.2600,103.267
68.3182,104.418
68.3764,104.394
68.4346,102.712
68.4928,100.777
68.5510,98.486
68.6092,95.161
68.6674,91.090
68.7255,87.137
68.7837,84.543
68.8419,82.677
68.9001,81.378
68.9583,80.684
69.0165,81.303
69.0747,83.021
69.1329,85.386
69.1911,88.479
69.2493,92.282
69.3075,95.410
69.3657,98.450
69.4239,101.085
69.4820,102.425
69.5402,102.553
69.5984,101.724
69.6566,99.645
69.7148,95.572
69.7730,91.363
69.8312,87.193
69.8894,83.391
69.9476,79.913
70.0058,76.936
70.0640,74.995
70.1222,74.672
70.1804,75.395
70.2385,77.856
70.2967,81.939
70.3549,85.979
70.4131,90.515
70.4713,94.956
70.5295,97.855
70.5877,100.490
70.6459,100.848
70.7041,100.212
70.7623,97.474
70.8205,93.946
70.8787,89.831
70.9369,84.624
70.9951,79.326
71.0532,75.752
71.1114,72.945
71.1696,71.637
71.2278,72.225
71.2860,73.841
71.3442,76.328
71.4024,78.993
71.4606,81.363
71.5188,83.577
71.5770,86.790
71.6352,89.531
71.6934,91.506
71.7516,93.802
71.8098,95.272
71.8679,95.149
71.9261,92.674
71.9843,89.560
72.0425,85.745
72.1007,81.555
72.1589,78.965
72.2171,76.524
72.2753,72.991
72.3335,69.895
72.3917,67.408
72.4499,66.485
72.5081,67.877
72.5663,69.896
72.6245,73.327
72.6826,76.807
72.7408,80.158
72.7990,83.662
72.8572,86.910
72.9154,89.211
72.9736,89.128
73.0318,87.812
73.0900,85.011
73.1482,82.105
73.2064,78.327
73.2646,74.273
73.3228,70.521
73.3810,67.273
73.4391,63.681
73.4973,60.642
73.5555,60.145
73.6137,61.482
73.6719,63.706
73.7301,66.168
73.7883,69.495
73.8465,73.432
73.9047,77.159
73.9629,80.381
74.0211,82.512
74.0793,83.269
74.1375,83.393
74.1957,83.077
74.2538,82.014
74.3120,80.329
74.3702,78.093
74.4284,74.802
74.4866,72.043
74.5448,69.556
74.6030,66.967
74.6612,64.444
74.7194,63.581
74.7776,63.992
74.8358,65.443
74.8940,67.469
74.9522,69.813
75.0104,72.373
75.0685,75.024
75.1267,77.451
75.1849,79.031
75.2431,79.762
75.3013,79.279
75.3595,78.496
75.4177,77.067
75.4759,74.705
75.5341,72.049
75.5923,69.782
75.6505,68.034
75.7087,66.449
75.7669,64.085
75.8251,61.781
75.8832,61.475
75.9414,62.391
75.9996,63.491
76.0578,64.769
76.1160,67.039
76.1742,69.610
76.2324,72.116
76.2906,74.396
76.3488,75.678
76.4070,75.930
76.4652,75.668
76.5234,75.944
76.5816,76.534
76.6397,75.493
76.6979,71.795
76.7561,66.792
76.8143,62.354
76.8725,59.855
